Drug_name	approved
Azd-4547	Not approved
Azd-4818	Not approved
Azd-4877	Not approved
Azd-5423	Not approved
Azd-5672	Not approved
Azd-5991	Not approved
Azd-6280	Not approved
Azd-6482	Not approved
Azd-7295	Not approved
Azd-7325	Not approved
Azd7442	Not approved
Azd-7687	Not approved
Azd-7762	Not approved
Azd-8055	Not approved
Azd-8165	Not approved
Azd-8186	Not approved
Azd-8330	Not approved
Azd-8418	Not approved
Azd8529	Not approved
Azd-8848	Not approved
Azd-9056	Not approved
Azd-9164	Not approved
Azd-9496	Not approved
Azd-9684	Not approved
Azd-9977	Not approved
Azelaic Acid	FDA
Azelastine	FDA
Azeliragon	Not approved
Azelnidipine	Not approved
Azemiglitazone	Not approved
Azidamfenicol	Not approved
Azidocillin	Not approved
Azilsartan Medoxomil	AIFA/EMA/FDA
Azimilide	Not approved
Azintamide	Not approved
Azintuxizumab Vedotin	Not approved
Azithromycin	AIFA/FDA
Azlocillin	FDA
Azosemide	Not approved
Azoximer Bromide	Not approved
Azoxystrobin	Not approved
Aztreonam	Not approved
Azvudine	Not approved
Azx-100	Not approved
B27pd	Not approved
B-2-Octylglucoside	Not approved
Ba-2664	Not approved
Bacampicillin	AIFA/FDA
Baccharis Sarothroides Whole	FDA
Bacillus Amyloliquefaciens	Not approved
Bacillus Calmette-Guerin Substrain Danish 1331 Live Antigen	Not approved
Bacillus Calmette-Guerin Substrain Tokyo 172-1 Live Antigen	Not approved
Bacitracin	FDA
Baclofen	AIFA/FDA
Bacteriochlorophyll A	Not approved
Bactrl-Spike	Not approved
Bafetinib	Not approved
Bafilomycin A1	Not approved
Bafilomycin B1	Not approved
Baicalein	Not approved
Bakuchiol	Not approved
Balaglitazone	Not approved
Balanol	Not approved
Balanol Analog 1	Not approved
Balanol Analog 2	Not approved
Balapiravir	Not approved
Balhimycin	Not approved
Balicatib	Not approved
Balipodect	Not approved
Balixafortide	Not approved
Balovaptan	Not approved
Baloxavir	Not approved
Baloxavir Marboxil	AIFA/EMA/FDA
Balsalazide	AIFA/FDA
Balsam Of Peru	Not approved
Balstilimab	Not approved
Balugrastim	Not approved
Bambusa Arundinacea Stem	Not approved
Bambusa Vulgaris Top	Not approved
Bambuterol	Not approved
Bamethan	Not approved
Bamet-Ud2	Not approved
Bamifylline	Not approved
Baminercept	Not approved
Bamipine	Not approved
Bamlanivimab	FDA
Bamosiran	Not approved
Banoxantrone	Not approved
Bapineuzumab	Not approved
Barasertib	Not approved
Barbexaclone	Not approved
Barbital	Not approved
Bardoxolone	Not approved
Bardoxolone Methyl	Not approved
Baricitinib	AIFA/EMA/FDA
Barium	Not approved
Barley Malt Syrup	FDA
Barnidipine	AIFA
Barusiban	Not approved
Basic Fibroblast Growth Factor	Not approved
Basifungin	Not approved
Basiliximab	AIFA/EMA/FDA
Basimglurant	Not approved
Basmisanil	Not approved
Batabulin	Not approved
Batefenterol	Not approved
Batimastat	Not approved
Batoclimab	Not approved
Batroxobin	Not approved
Bavisant	Not approved
Bavituximab	Not approved
Bazedoxifene	AIFA/EMA/FDA
Bazlitoran	Not approved
Bb-3497	Not approved
Bbibp-Corv	Not approved
Bbv152	Not approved
Bcg Vaccine	AIFA
Bean	FDA
Becaplermin	FDA
Becatecarin	Not approved
Beclabuvir	AIFA
Beclamide	Not approved
Beclanorsen	Not approved
Beclometasone, Formoterol	EMA
Beclometasone, Formoterol, Bromide	EMA
Beclometasone, Formoterol, Glycopyrronium Bromide	EMA
Beclomethasone 17-Monopropionate	Not approved
Beclomethasone Dipropionate	AIFA/FDA
Becocalcidiol	Not approved
Bectumomab	Not approved
Bedaquiline	AIFA/EMA/FDA
Bedoradrine	Not approved
Beef Liver	FDA
Beeswax	FDA
Befunolol	Not approved
Begacestat	Not approved
Begelomab	AIFA
Beinaglutide	Not approved
Bekanamycin	Not approved
Belantamab Mafodotin	Not approved
Belapectin	Not approved
Belatacept	AIFA/EMA/FDA
Belimumab	AIFA/EMA/FDA
Belinostat	AIFA/FDA
Belladonna	FDA
Beloranib	Not approved
Belotecan	AIFA
Bemarituzumab	Not approved
Bemcentinib	Not approved
Bemegride	Not approved
Bemiparin	AIFA/FDA
Bempedoic Acid	EMA
Bempedoic Acid, Ezetimibe	EMA
Bempegaldesleukin	Not approved
Benactyzine	Not approved
Benazepril	AIFA/FDA
Benazeprilat	Not approved
Bencyclane	Not approved
Bendamustine	AIFA/FDA
Bendazac	FDA
Bendroflumethiazide	FDA
Benfluorex	Not approved
Benfotiamine	FDA
Benidipine	Not approved
Benmoxin	Not approved
Benorilate	FDA
Benoxaprofen	FDA
Benperidol	FDA
Benproperine	Not approved
Benralizumab	AIFA/EMA/FDA
Benserazide	FDA
Bentazepam	Not approved
Bentiromide	Not approved
Bentoquatam	FDA
Benzamidine	Not approved
Benzatropine	FDA
Benzbromarone	Not approved
Benzene Hexacarboxylic Acid	Not approved
Benzenesulfinic Acid	Not approved
Benzethidine	Not approved
Benzhydrocodone	FDA
Benzhydroxamic Acid	Not approved
Benzilone	Not approved
Benzimate	Not approved
Benzimidazole	Not approved
Benziodarone	FDA
Benznidazole	FDA
Benzo[B]Thiophene-2-Boronic Acid	Not approved
Benzo[B]Thiophene-2-Carboxamidine	Not approved
Benzocaine	FDA
Benzoctamine	Not approved
Benzodiazepine	FDA
Benzododecinium	FDA
Benzofuran	Not approved
Benzoic Acid	FDA
Benzoin	FDA
Benzonatate	FDA
Benzophenone	Not approved
Benzoxonium	Not approved
Benzoylecgonine	Not approved
Benzoylformic Acid	Not approved
Benzoyl Peroxide	FDA
Benzoyl-Tyrosine-Alanine-Fluoro-Methyl Ketone	Not approved
Benzphetamine	FDA
Benzquinamide	Not approved
Benzthiazide	FDA
Benzydamine	FDA
Benzyl (2-Oxopropyl)Carbamate	Not approved
Benzyl 6-Benzyl-5,7-Dioxo-6,7-Dihydro-5h-[1,3]Thiazolo[3,2-C]Pyrimidine-2-Carboxylate	Not approved
Benzyl Alcohol	FDA
Benzylamine	Not approved
Benzyl Benzoate	FDA
Benzylfentanyl	Not approved
Benzyl Formate	Not approved
Benzylmorphine	Not approved
Benzyl N-({(2s,3s)-3-[(Propylamino)Carbonyl]Oxiran-2-Yl}Carbonyl)-L-Isoleucyl-L-Prolinate	Not approved
Benzyl N-[(2s)-5-(Diaminomethylamino)-1-[[(2s)-4-Fluoro-3-Oxobutan-2-Yl]Amino]-1-Oxopentan-2-Yl]Carbamate	Not approved
Benzyl Nicotinate	Not approved
Benzylparaben	FDA
Benzylpenicillin	AIFA/FDA
Benzylpenicilloyl Polylysine	FDA
Benzylsulfonic Acid	Not approved
Benzylthiouracil	Not approved
Bephenium	Not approved
Bepotastine	FDA
Bepridil	FDA
Beractant	FDA
Beraprost	Not approved
Berberine	FDA
Bergamot Oil	Not approved
Bergapten	Not approved
Berkelium	Not approved
Bermekimab	AIFA
Beroctocog Alfa	FDA
Berotralstat	FDA
Berzosertib	Not approved
Besifloxacin	FDA
Besifovir	Not approved
Besifovir Dipivoxil	Not approved
Besilesomab	Not approved
Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose	Not approved
Beta-(1->4)-Galactotriose	Not approved
Beta-(2-Naphthyl)-Alanine	Not approved
Beta-2-Thienyl-L-Alanine	Not approved
Beta-3-Cysteine	Not approved
Beta-3-Serine	Not approved
Beta-Alanine	Not approved
Beta-Amino Isobutyrate	Not approved
Beta-Apopicropodophyllin	Not approved
Beta Carotene	FDA
Beta-Cellotriose	Not approved
Betacetylmethadol	Not approved
Beta-D-Arabinofuranose 5-Phosphate	Not approved
Betadex	Not approved
Beta-D-Fructofuranose 1,6-Bisphosphate	Not approved
Beta-D-Fructopyranose	Not approved
Beta-D-Fucose	Not approved
Beta-D-Galactopyranosyl-(1->4)-Beta-D-Galactopyranose	Not approved
Beta-D-Galactopyranuronic Acid	Not approved
Beta-D-Galactosamine	Not approved
Beta-D-Galactose 6-Phosphate	Not approved
Beta-D-Glucopyranose Spirohydantoin	Not approved
Beta-D-Glucose	Not approved
Beta-D-Glucose 6-Phosphate	Not approved
Beta-D-Glucuronic Acid	Not approved
Beta-D-Ribopyranose	Not approved
Beta-D-Ribose-5-Phosphate	Not approved
Beta-Escin	Not approved
Betahistine	FDA
Beta-Hydroxyasparagine	Not approved
Beta-Hydroxyaspartic Acid	Not approved
Beta-Hydroxyfentanyl	Not approved
Beta-Hydroxyisovaleric Acid	Not approved
Beta-Hydroxyleucine	Not approved
Beta-Hydroxytryptophane	Not approved
Betaine Aldehyde	Not approved
Betaine Anhydrous	EMA
Beta-Isosparteine	Not approved
Beta-L-Arabinose	Not approved
Beta-L-Fucose	Not approved
Beta-Mannobiose	Not approved
Betameprodine	Not approved
Betamethasone	AIFA/FDA
Betamethasone Phosphate	FDA
Beta-Methyllactoside	Not approved
Beta-Naphthoflavone	Not approved
Beta-Phenyl-D-Phenylalanyl-N-Propyl-L-Prolinamide	Not approved
Beta-Pinene	Not approved
Betaprodine	Not approved
Beta-Sitosterol	Not approved
Betaxolol	AIFA/FDA
Betazole	FDA
Bethanechol	FDA
Bethanidine	FDA
Betiatide	FDA
Betibeglogene Autotemcel	EMA
Betrixaban	FDA
Betula Lenta Whole	FDA
Betulinic Acid	Not approved
Bevacizumab	AIFA/EMA/FDA
Bevacizumab Zirconium Zr-89	Not approved
Bevantolol	Not approved
Bevasiranib	Not approved
Bevenopran	Not approved
Bevifimod	Not approved
Bevirimat	Not approved
Bevonium	Not approved
Bexagliflozin	Not approved
Bexarotene	AIFA/EMA/FDA
Bexmarilimab	Not approved
Bezafibrate	AIFA/FDA
Bezitramide	Not approved
Bezlotoxumab	AIFA/EMA/FDA
Bf-37	Not approved
Bfh772	Not approved
Bfpet F-18	Not approved
Bg-777	Not approved
Bgb-Dxp593	Not approved
Bi 2536	Not approved
Bi 44370 Ta	Not approved
Bi-671800	Not approved
Bia	Not approved
Biapenem	Not approved
Bibenzonium	Not approved
Bibrocathol	Not approved
Bicalutamide	AIFA/FDA
Bicifadine	Not approved
Bicine	Not approved
Bictegravir	AIFA/FDA
Bictegravir, Emtricitabine, Tenofovir Alafenamide	EMA
Bicuculline	Not approved
Bicyclol	Not approved
Bietaserpine	Not approved
Bifemelane	Not approved
Bifenthrin	Not approved
Bifeprunox	Not approved
Bifidobacterium Longum Infantis	FDA
Bifonazole	FDA
Bifunctional Epoxide Hydrolase 2	Not approved
Biguanide	FDA
Biib015	Not approved
Biib021	Not approved
Bi-K0376	Not approved
Bilastine	FDA
Bilberry	FDA
Bilh 434	Not approved
Biliverdine Ix Alpha	Not approved
Biliverdin Ix Gamma Chromophore	Not approved
Bimagrumab	Not approved
Bimatoprost	AIFA/EMA/FDA
Bimatoprost, Timolol	EMA
Bimekizumab	Not approved
Bimiralisib	Not approved
Bimoclomol	Not approved
Bimosiamose	Not approved
Bindarit	Not approved
Binetrakin	Not approved
Binimetinib	AIFA/EMA/FDA
Binodenoson	Not approved
Bintrafusp Alfa	Not approved
Bio-11006	Not approved
Bioallethrin	FDA
Biochanin A	Not approved
Biomed 101	Not approved
Biopterin	Not approved
Biotin	FDA
Biotinol-5-Amp	Not approved
Biotinyl P-Nitroaniline	Not approved
Biperiden	AIFA/FDA
Biphenyl-2,3-Diol	Not approved
Biphenylalanine	Not approved
Biphenyl Dimethyl Dicarboxylate	Not approved
Biphenylol	Not approved
Birabresib	Not approved
Birch Bark Extract	EMA
Bird Pepper	FDA
Biricodar	Not approved
Birinapant	Not approved
Biropepimut-S	Not approved
Birtamimab	Not approved
Bis-1,2-{[(Z)-2-Carboxy-2-Methyl-1,3-Dioxane]-5-Yloxycarbamoyl}-Ethane	Not approved
Bis-1,2-{[(Z)-2carboxy-2-Methyl-1,3-Dioxane]-5-Yloxycarbonyl}-Piperazine	Not approved
Bis(4-Nitrophenyl) Hydrogen Phosphate	Not approved
Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone	Not approved
Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone Hydrate	Not approved
Bis(5-Amidino-2-Benzimidazolyl)Methanone	Not approved
Bis(5-Amidino-Benzimidazolyl)Methane	Not approved
Bis(5-Amidino-Benzimidazolyl)Methanone Zinc	Not approved
Bis(6-Aminohexyl)Amine	Not approved
Bisacodyl	FDA
Bis(Adenosine)-5'-Pentaphosphate	Not approved
Bis(Adenosine)-5'-Triphosphate	Not approved
Bis-Benzamidine	Not approved
Bisegliptin	Not approved
Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]	Not approved
Bisindolylmaleimide I	Not approved
Bisindolylmaleimide Viii	Not approved
Bis(Molybdopterin)Tungsten Cofactor	Not approved
Bismuth Cation	Not approved
Bismuth Oxide	Not approved
Bismuth Subcitrate Potassium	FDA
Bismuth Subgallate	FDA
Bismuth Subnitrate	FDA
Bismuth Subsalicylate	FDA
Bis-Napthyl Beta-Ketophosphonic Acid	Not approved
Bis(N-Maleimidomethyl)Ether	Not approved
Bisoprolol	AIFA/FDA
Bisoxatin	FDA
Bisoxatin Acetate	Not approved
Bisphenol A	Not approved
Bisphenol A Diglycidyl Ether	FDA
Bisphenol Z	Not approved
Bisphosphocin Nu-3	Not approved
Bithionol	FDA
Bitolterol	Not approved
Bitopertin	Not approved
Bivalirudin	FDA
Bivatuzumab	Not approved
Bixalomer	Not approved
Bizalimogene Ralaplasmid	Not approved
Bizelesin	Not approved
Bk-Mda	Not approved
Bl-1020	Not approved
Black Cohosh	Not approved
Black Sea Bass	FDA
Black Widow Spider Antivenin (Equine)	FDA
Blarcamesine	Not approved
Bleomycin	AIFA/FDA
Bleomycin A6	Not approved
Bleselumab	Not approved
Blinatumomab	AIFA/EMA/FDA
Blisibimod	Not approved
Blonanserin	Not approved
Blosozumab	Not approved
Blx-883	Not approved
Blxa4	Not approved
Bms-181156	Not approved
Bms184394	Not approved
Bms-184476	Not approved
Bms-188797	Not approved
Bms-214662	Not approved
Bms-275183	Not approved
Bms-394136	Not approved
Bms-488043	Not approved
Bms-564929	Not approved
Bms-582949	Not approved
Bms-599626	Not approved
Bms-690514	Not approved
Bms-754807	Not approved
Bms-777607	Not approved
Bms-791826	Not approved
Bms-813160	Not approved
Bms-817399	Not approved
Bms-830216	Not approved
Bms-863233	Not approved
Bms-903452	Not approved
Bms-906024	Not approved
Bms-908662	Not approved
Bms-911543	Not approved
Bms-919373	Not approved
Bms-929075	Not approved
Bms-955176	Not approved
Bms-986012	Not approved
Bms-986020	Not approved
Bms-986094	Not approved
Bms-986104	Not approved
Bms-986115	Not approved
Bms-986141	Not approved
Bms-986142	Not approved
Bms-986158	Not approved
Bmsc-0013	Not approved
Bnc105	Not approved
B-Nonylglucoside	Not approved
Bnt-162a1	Not approved
Bnt162a1 Sars-Cov-2 Vaccine	Not approved
Bnt162b1 Sars-Cov-2 Vaccine	Not approved
Bnt162c2 Sars-Cov-2 Vaccine	Not approved
Boceprevir	AIFA/FDA
Boc-Gamma-D-Glu-L-Lys(Cbz)-D-Boroala	Not approved
Bococizumab	Not approved
Bolandiol	Not approved
Bolasterone	Not approved
Boldenone	Not approved
Boldenone Undecylenate	Not approved
Boldione	Not approved
Boldo Leaf Extract	FDA
Bombesin	Not approved
Bombykol	Not approved
Bopindolol	Not approved
Borate Ion	Not approved
Bordetella Pertussis Toxoid Antigen (Formaldehyde Inactivated)	FDA
Bornaprine	AIFA
Bornyl Acetate	Not approved
Bortezomib	AIFA/EMA/FDA
Bos172722	Not approved
Boscalid	FDA
Bosentan	AIFA/EMA/FDA
Bosentan Monohydrate	EMA
Bos Taurus Gallstone	Not approved
Bosutinib	AIFA/EMA/FDA
Botulinum Toxin Type A	AIFA/EMA/FDA
Botulinum Toxin Type B	AIFA/EMA/FDA
Bp-14979	Not approved
Bpc-157	Not approved
Bph-608	Not approved
Bpi-3016	Not approved
Bpn-14770	Not approved
Bq-123	Not approved
Bradanicline	Not approved
Bradykinin	Not approved
Branaplam	Not approved
Branebrutinib	Not approved
Brasofensine	Not approved
Brazikumab	Not approved
Br-Coeleneterazine	Not approved
Brecanavir	Not approved
Brefeldin A	Not approved
Bremelanotide	FDA
Brensocatib	Not approved
Brentuximab Vedotin	AIFA/EMA/FDA
Brequinar	Not approved
Brequinar Analog	Not approved
Bretylium	FDA
Brexanolone	FDA
Brexpiprazole	AIFA/EMA/FDA
Brexucabtagene Autoleucel	FDA
Briakinumab	AIFA
Briciclib	Not approved
Brifentanil	Not approved
Brigatinib	AIFA/EMA/FDA
Brilacidin	Not approved
Brilaroxazine	Not approved
Brilliant Blue G	FDA
Brimapitide	Not approved
Brimonidine	AIFA/EMA/FDA
Brinase	Not approved
Brincidofovir	Not approved
Brinzolamide	AIFA/EMA/FDA
Brinzolamide, Brimonidine Tartrate	EMA
Brinzolamide, Timolol	EMA
Brivanib	Not approved
Brivanib Alaninate	Not approved
Brivaracetam	AIFA/EMA/FDA
Brivoligide	Not approved
Brivudine	AIFA/FDA
Brivudine Monophosphate	Not approved
Brodalumab	AIFA/EMA/FDA
Brodimoprim	Not approved
Brodimoprim-4,6-Dicarboxylate	Not approved
Brofaromine	Not approved
Brolucizumab	EMA
Bromamphenicol	Not approved
Bromazepam	FDA
Bromelains	AIFA
Bromfenac	Not approved
Bromhexine	FDA
Bromisoval	Not approved
Bromochlorosalicylanilide	Not approved
Bromocriptine	AIFA/FDA
Bromodiphenhydramine	FDA
Bromoform	Not approved
Bromopride	Not approved
Bromothalonil	FDA
Bromotheophylline	FDA
Bromo-Willardiine	Not approved
Bromo-Wr99210	Not approved
Bromperidol	AIFA/FDA
Brompheniramine	FDA
Bronopol	FDA
Brontictuzumab	Not approved
Bropirimine	Not approved
Brostallicin	Not approved
Brotizolam	Not approved
Brovanexine	Not approved
Brown Iron Oxide	FDA
Broxuridine	Not approved
Broxyquinoline	Not approved
Bryostatin 1	Not approved
Bta798	Not approved
Bta9881	Not approved
Btrx-246040	Not approved
Btrx-335140	Not approved
Bucetin	FDA
Bucillamine	Not approved
Bucindolol	Not approved
Bucladesine	Not approved
Buclizine	FDA
Budesonide	AIFA/EMA/FDA
Budesonide, Formoterol	EMA
Budesonide, Formoterol Fumarate Dihydrate	EMA
Budiodarone	Not approved
Budipine	Not approved
Bufexamac	FDA
Buflomedil	Not approved
Buformin	Not approved
Bufotenine	Not approved
Bufuralol	Not approved
Bufylline	Not approved
Bulevirtide	EMA
Bumadizone	FDA
Bumetanide	FDA
Bunaftine	Not approved
Bunamiodyl	Not approved
Bunazosin	Not approved
Buparlisib	Not approved
Bupivacaine	EMA
Bupivacaine, Meloxicam	EMA
Bupranolol	Not approved
Buprenorphine	AIFA/EMA/FDA
Buprenorphine Hemiadipate	Not approved
Buprenorphine, Naloxone	EMA
Bupropion	AIFA/FDA
Burixafor	Not approved
Burlulipase	Not approved
Burosumab	AIFA/EMA/FDA
Buserelin	AIFA/FDA
Buspirone	FDA
Busulfan	AIFA/EMA/FDA
But-3-Enyl-[5-(4-Chloro-Phenyl)-3,6-Dihydro-[1,3,4]Thiadiazin-2-Ylidene]-Amine	Not approved
Butabarbital	FDA
Butafenacil	Not approved
Butalamine	Not approved
Butalbital	FDA
Butamirate	Not approved
Butanilicaine	Not approved
Butaperazine	FDA
Butedronic Acid	Not approved
Butenafine	FDA
Butenoic Acid	Not approved
Buthiazide	AIFA
Buthionine Sulfoximine	Not approved
Butobarbital	FDA
Butoconazole	FDA
Butorphanol	FDA
Butriptyline	FDA
Butropium	Not approved
Butyl Alcohol	Not approved
Butylamine	Not approved
Butylene Glycol	FDA
Butylparaben	FDA
Butylphosphonate	Not approved
Butylphthalide	Not approved
Butylscopolamine	AIFA/FDA
Butyramide	Not approved
Butyrfentanyl	Not approved
Butyric Acid	Not approved
Butyrylthiocholine	Not approved
Bv2	Not approved
Bw-A 58c	Not approved
Bx-528	Not approved
Bzl101	Not approved
C-1027 Aromatized Chromophore	Not approved
C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide	Not approved
C-(1-Hydrogyl-Beta-D-Glucopyranosyl) Formamide	Not approved
C1 Inhibitor (Human)	EMA
C31g	Not approved
(C8-R)-Hydantocidin 5'-Phosphate	Not approved
(C8-S)-Hydantocidin 5'-Phosphate	Not approved
Ca-170	Not approved
Ca4p	Not approved
Cabazitaxel	AIFA/EMA/FDA
Cabergoline	AIFA/FDA
Cabiralizumab	Not approved
Cabotegravir	EMA
Cabozantinib	AIFA/EMA/FDA
Cacodylic Acid	Not approved
Cad106	Not approved
Cadaverine	Not approved
Cadazolid	Not approved
Cadmium	Not approved
Cadralazine	Not approved
Cafedrine	Not approved
Caffeine	Not approved
Caffeine Citrate	EMA
Cajuput Oil	Not approved
Calanolide A	Not approved
Calaspargase Pegol	FDA
Calcifediol	AIFA/FDA
Calcipotriol	AIFA/FDA
Calcitonin Eel	Not approved
Calcitonin Gene-Related Peptide	Not approved
Calcitonin Porcine	Not approved
Calcitriol	AIFA/FDA
Calcium	Not approved
Calcium Acetate	AIFA/FDA
Calcium Alginate	AIFA/FDA
Calcium Ascorbate	FDA
Calcium Carbimide	FDA
Calcium Carbonate	AIFA/FDA
Calcium Cation	Not approved
Calcium Chloride	AIFA/FDA
Calcium Fluoride	Not approved
Calcium Glubionate Anhydrous	FDA
Calcium Glucoheptonate	FDA
Calcium Hypochlorite	Not approved
Calcium Lactate	FDA
Calcium Lactate Gluconate	Not approved
Calcium Levulinate	FDA
Calcium Magnesium Potassium Carbonate Chloride Hydroxide	Not approved
Calcium Monoethylfumarate	Not approved
Calcium Oxide	Not approved
Calcium Pangamate	Not approved
Calcium Phosphate Dihydrate	FDA
Calcium Polycarbophil	FDA
Calcium Saccharate	FDA
Calcium Silicate	Not approved
Calcium Sulfate	Not approved
Calcium Undecylenate	FDA
Caldaret	Not approved
Calendula Officinalis Flower	FDA
Calendula Officinalis Whole	Not approved
Calfactant	FDA
Calusterone	Not approved
Calyculin A	Not approved
Cam-2029	Not approved
Camazepam	Not approved
Cambinol	Not approved
Camellia Japonica Seed Oil	Not approved
Camicinal	Not approved
Camidanlumab Tesirine	Not approved
Camostat	Not approved
Camphane	Not approved
Camphene	Not approved
Camphor	FDA
Camphor Leaf Oil	Not approved
Camphor Monobromide	Not approved
Camponotus Pennsylvanicus	FDA
Camptothecin	Not approved
Camrelizumab	Not approved
Camylofin	Not approved
Can-508	Not approved
Canagliflozin	AIFA/EMA/FDA
Canagliflozin, Metformin	EMA
Canakinumab	AIFA/EMA/FDA
Canaline	Not approved
Canavanine	Not approved
Candesartan	AIFA
Candesartan Cilexetil	FDA
Candicidin	FDA
Candoxatril	Not approved
Candoxatrilat	Not approved
Canertinib	Not approved
Canfosfamide	Not approved
Cangrelor	AIFA/EMA/FDA
Cannabichromene	Not approved
Cannabidiol	EMA
Cannabidivarin	Not approved
Cannabigerol	Not approved
Cannabinol	Not approved
Cannabinor	Not approved
Cannabivarin	Not approved
Canrenoic Acid	AIFA/FDA
Canrenone	AIFA
Cantharidin	FDA
Cantuzumab Ravtansine	Not approved
Cap-1	Not approved
Cap-1002	Not approved
Capadenoson	Not approved
Capecitabine	AIFA/EMA/FDA
Capivasertib	Not approved
Caplacizumab	AIFA/EMA/FDA
Capmatinib	FDA
Capravirine	Not approved
Capreomycin	FDA
Capric Acid	Not approved
Capric Dimethyl Amine Oxide	Not approved
Capromab Pendetide	FDA
Capromorelin	Not approved
Caprospinol	Not approved
Caprylic Acid	Not approved
Caprylic Alcohol	Not approved
Caprylyl Glycol	Not approved
Capsaicin	AIFA/EMA/FDA
Capsicum Annuum Whole	Not approved
Captodiame	Not approved
Captopril	AIFA/FDA
Caramiphen	Not approved
Carbamazepine	AIFA/FDA
Carbamic Acid	Not approved
Carbamoylcholine	FDA
Carba-Nicotinamide-Adenine-Dinucleotide	Not approved
Carbaphosphonate	Not approved
Carbaryl	Not approved
Carbaspirin Calcium	Not approved
Carbazochrome	Not approved
Carbazochrome Sulfonic Acid	Not approved
Carbazole	Not approved
Carbazole Butanoic Acid	Not approved
Carbendazim	Not approved
Carbenicillin	FDA
Carbenoxolone	Not approved
Carbetocin	FDA
Carbidopa	FDA
Carbimazole	FDA
Carbinoxamine	FDA
Carbobenzyloxy-(L)-Leucinyl-(L)Leucinyl Methoxymethylketone	Not approved
Carbocisteine	FDA
Carbocromen	FDA
Carbomer	Not approved
Carbomer Homopolymer Type C	Not approved
Carbonate Ion	Not approved
Carbon Black	Not approved
Carbon Dioxide	FDA
Carbon Monoxide	FDA
Carboplatin	AIFA/FDA
Carbopol 974p	Not approved
Carboprost Tromethamine	FDA
Carboquone	Not approved
Carboxin	FDA
Carboxyamidotriazole	Not approved
Carboxyatractyloside	Not approved
Carboxyethyllumazine	Not approved
(Carboxyhydroxyamino)Ethanoic Acid	Not approved
Carboxylic Prpp	Not approved
Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol	Not approved
Carboxymycobactin S	Not approved
Carboxymycobactin T	Not approved
Carbromal	Not approved
Carbutamide	Not approved
Carbuterol	Not approved
Cardarine	Not approved
Carfecillin	Not approved
Carfentanil	Not approved
Carfentanil, C-11	Not approved
Carfilzomib	AIFA/EMA/FDA
Carglumic Acid	AIFA/EMA/FDA
Carindacillin	FDA
Cariporide	Not approved
Cariprazine	AIFA/EMA/FDA
Carisbamate	Not approved
Carisoprodol	FDA
Carlumab	Not approved
Carmegliptin	Not approved
Carmofur	Not approved
Carmoterol	Not approved
Carmustine	AIFA/EMA/FDA
Carnosine	Not approved
Carotegrast Methyl	Not approved
Carotuximab	Not approved
Caroverine	Not approved
Caroxazone	Not approved
Carphenazine	Not approved
Carprofen	FDA
Carpropamide	Not approved
Carteolol	AIFA/FDA
Carthamus Tinctorius Flower Bud	FDA
Carumonam	Not approved
Carvacrol	Not approved
Carvasept	Not approved
Carvedilol	AIFA/FDA
Cashew Fruit	FDA
Casimersen	Not approved
Casimiroin	Not approved
Casirivimab	Not approved
Casopitant	Not approved
Caspofungin	AIFA/EMA/FDA
Cassia Fistula Fruit	Not approved
Castanospermine	Not approved
Cat-213	Not approved
Cat Dander Extract	FDA
Catfish	FDA
Cathine	Not approved
Cathinone	Not approved
Catridecacog	AIFA/EMA/FDA
Catumaxomab	AIFA/FDA
Caviar, Unspecified	FDA
Cavosonstat	Not approved
Cb-103	Not approved
Cb-1158	Not approved
Cc-11050	Not approved
Cc-115	Not approved
Cc-220	Not approved
Cc-223	Not approved
Cc-401	Not approved
Ccr5 Mab	Not approved
Cct-018159	Not approved
Ccx-140	Not approved
Ccx-354	Not approved
Ccx915	Not approved
Cd564	Not approved
Cdc-801	Not approved
Cdp323	Not approved
Ce-224535	Not approved
Ce-326597	Not approved
Cebranopadol	Not approved
Cedar Leaf Oil	Not approved
Cedazuridine	FDA
Cediranib	AIFA
Cefacetrile	Not approved
Cefaclor	AIFA/FDA
Cefadroxil	FDA
Cefaloridine	Not approved
Cefalotin	FDA
Cefamandole	AIFA/FDA
Cefamandole Nafate	FDA
Cefapirin	FDA
Cefatrizine	Not approved
Cefazedone	Not approved
Cefazolin	AIFA/FDA
Cefbuperazone	Not approved
Cefcapene	Not approved
Cefdinir	FDA
Cefditoren	AIFA/FDA
Cefepime	AIFA/FDA
Cefetamet	Not approved
Cefiderocol	EMA
Cefilavancin	Not approved
Cefixime	AIFA/FDA
Cefmenoxime	FDA
Cefmetazole	AIFA/FDA
Cefminox	Not approved
Cefodizime	AIFA
Cefonicid	FDA
Cefoperazone	FDA
Ceforanide	FDA
Cefotaxime	AIFA/FDA
Cefotetan	FDA
Cefotiam	FDA
Cefovecin	Not approved
Cefoxitin	AIFA/FDA
Cefozopran	Not approved
Cefpiramide	FDA
Cefpirome	FDA
Cefpodoxime	AIFA/FDA
Cefprozil	AIFA/FDA
Cefradine	FDA
